,ASIN,title,price,rating,review_count
80,B08FT95LK2,TOZO T12 Wireless Earbuds Bluetooth Headphones Premium Fidelity Sound Quality Wireless Charging Case Digital LED Intelligence Display IPX8 Waterproof Earphones Built-in Mic Headset for Sport Blue,39.99,4.4,11964
81,B08NPK3HXB,"OneOdio A30 Active Noise Cancelling Headphones, Hybrid Wireless Wired Headset Bluetooth 5.0 Over Ear Headphones with Airline Adapter, HI-FI Stereo Deep Bass 45H Playtime for Travel Work",69.99,4.8,21
82,B07J5X68B2,"Sonitum On Ear Headphones with Microphone, Wired Head Phones with Volume Control for Computer Ipad Cellphone, Kids Headphones for School, Foldable/Adjustable fit Tangle Free 1.5m Cord, 3.5mm Jack",12.97,4.5,2151
83,B07SHH37M6,"PeohZarr On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M Tangle Free Cord, Portable Wired Headphones for Smartphone Tablet Laptop Computer MP3/4",12.98,4.5,19024
84,B081RVTKKW,"Mpow 45Hrs Active Noise Cancelling Headphones, H17 Bluetooth Headphones with Microphone, Over Ear, Quick Charge, Deep Bass, Wired Wireless Headset for Kids, Adults, Travel, Online Class, Home Office",49.99,4.6,7056
85,B06Y5WWTWD,"Levin Bluetooth 4.1 Headphones Neckband Wireless Sports Headset Over-Ear earbuds with Sweatproof, Hi-Fi Stereo,Built-In Microphone and 12 Hours Playtime(Black)",29.99,4.0,3828
86,B08DKZM85T,"Wireless Earbuds, Mpow MBits S True Bluetooth Earbuds In Ear w/Mic CVC8.0 Noise Cancelling Earphones, Bluetooth 5.0 Headphones Sports, Deep Bass/IPX8 Waterproof/35H Playtime/Touch Control/3 Mode,Black",29.99,4.6,6435
87,B07H2NQMLD,Kids Headphones-noot products K22 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/Smartphones/School/Kindle/Airplane/Plane/Tablet (Teal/Lime),9.99,4.7,5282
88,B0823KH687,"LUDOS Clamor Wired Earbuds in Ear Headphones with Microphone, Earphones with Mic and Volume Control, Memory Foam, Reinforced Cable, Bass Compatible with iPhone, Apple, iPad, Computer, Laptop, PC",19.97,4.3,22089
89,B0852W5RR2,"Sleep Headphones Bluetooth Sleeping Headband - V 5.0 Sleeping Headphones Music Headband, Ultra-Soft Headphone Headband for Side Sleepers, Sleeping Gifts for Men Women Valentines Day Gifts for Him Her",19.99,4.3,6400
90,B08CKVL7YH,"Earbuds, Vogek Tangle-Free Flat Cord Ergonomic in-Ear Headphones with Dynamic Crystal Clear Sound, Earphones with S/M/L Eartips Compatible with Samsung, Android Phone and More-Gold",5.99,4.4,21139
